,AAPL,AIG,DIS,GE,HD,HON,HPQ,IBM,INTC,MMM,MO,MRK,MSFT,DJI
2007/8/14,124.03,63.43,32.36,37.68,33.52,56.37,47.28,112.05,23.8,85.76,66.82,49.93,28.27,13028.9
2007/8/15,119.9,63.22,31.71,36.9,33.36,54.72,46.15,111.23,23.22,85.06,65.98,49.78,28.1,12861.5
2007/8/16,117.05,63.95,32.58,37.2,32.82,54.12,46.05,109.69,23.1,85.4,66.36,49.46,27.81,12845.8
2007/8/17,122.06,65.96,32.68,38.45,33.31,54.46,47.15,110.9,23.7,87.83,67.59,49.62,28.25,13079.1
2007/8/20,122.22,65.75,32.91,38.22,33.79,55.82,46.58,109.22,24.11,88.27,67,49.98,28.26,13121.3
2007/8/21,127.57,65.81,33.29,38.35,34.3,55.02,46.01,109.04,23.89,88.46,67.22,49.77,28.07,13090.9
2007/8/22,132.51,66.69,33.57,39.14,34.77,55.82,46.42,110,24.15,89.07,68.24,50.36,28.22,13236.1
2007/8/23,131.07,67.08,33.16,39.12,34.02,55.87,47.65,111.45,24.23,88.75,68.63,50.5,28.3,13235.9
2007/8/24,135.3,67.6,33.87,39.41,34.68,55.8,48.1,113.24,24.79,89.15,69.19,50.82,28.81,13378.9
2007/8/27,132.25,67.05,33.84,39,35.25,56.9,47.79,113.44,24.45,88.7,70.08,50.12,28.49,13322.1
2007/8/28,126.82,65.23,33.2,38.05,35.05,55.59,46.88,112,23.96,87.62,69.07,49.21,27.93,13041.8
2007/8/29,134.08,66.13,33.89,38.71,36.55,57,48.42,114.57,25.09,88.76,69.8,49.92,28.59,13289.3
2007/8/30,136.25,65.6,33.47,38.4,37.04,56.29,48.44,115.37,25.28,89.36,69.25,49.66,28.45,13238.7
2007/8/31,138.48,66,33.6,38.87,38.31,56.15,49.35,116.69,25.75,90.99,69.41,50.17,28.73,13357.7
2007/9/4,144.16,66.56,34.13,39.04,36.36,56.36,50.14,118.19,26.18,91.15,69.67,50.04,28.81,13448.9
2007/9/5,136.76,65.5,34.04,38.75,36.51,55.24,50.1,117.88,25.99,89.92,68.63,49.4,28.48,13305.5
2007/9/6,135.01,64.74,34.41,39.4,35.22,56.66,50.19,117.62,26.15,90.63,68.27,50.47,28.91,13363.3
2007/9/7,131.77,63.55,33.59,38.75,34.21,54.71,48.85,115.55,25.47,88.92,67.39,49.57,28.44,13113.4
2007/9/10,136.71,64.15,33.56,39.19,33.81,55.06,49,115.8,25.35,87.82,67.3,49.81,28.48,13127.8
2007/9/11,135.49,64.91,33.49,39.5,34.87,56.22,49.87,117.35,25.66,88.24,67.74,49.95,28.93,13308.4
2007/9/12,136.85,64.69,33.72,39.9,35.09,55.97,48.76,116,25.46,89.08,67.5,49.67,28.93,13291.7
2007/9/13,137.2,65.1,33.52,40.51,35.61,56.3,48.77,115.95,25.35,89.09,67.13,49.86,29.16,13424.9
2007/9/14,138.81,64.96,33.56,40.35,35.68,56.44,48.38,115.13,24.93,89.02,67.03,49.54,29.04,13442.5
2007/9/17,138.41,64.97,33.38,40.18,35.38,56.34,49.14,114.52,24.85,88.93,67,49.41,28.73,13403.4
2007/9/18,140.92,66.85,34.58,41.68,36.36,57.28,50.17,116.63,25.41,91.66,68.06,50.57,28.93,13739.4
2007/9/19,140.77,67.56,34.56,41.77,36.18,58.26,49.78,116.67,25.68,91.96,68.73,51.56,28.67,13815.5
2007/9/20,140.31,67.14,34.04,41.24,35.32,58.17,50.1,116.86,25.81,91.44,68.62,51.38,28.42,13766.7
2007/9/21,144.15,67.23,34.6,41.25,34.47,58.69,50.53,116.78,25.87,91.68,68.54,51.82,28.65,13820.2
2007/9/24,148.28,66.76,34.32,40.85,33.88,58.01,50.24,116.25,25.98,91.81,68.44,51.68,29.08,13759
2007/9/25,153.18,67.08,34.07,41.1,33.08,59.09,50.98,116.51,25.89,91.91,68.24,52.28,29.56,13778.7
2007/9/26,152.77,67.53,34.52,41.27,32.99,59.3,50.62,117.3,25.91,92.54,68.6,52.6,29.5,13878.2
2007/9/27,154.5,67.47,34.21,41.39,32.76,59.2,50.27,117.71,25.76,93.39,69.48,52.3,29.49,13912.9
2007/9/28,153.47,67.65,34.39,41.4,32.44,59.47,49.79,117.8,25.86,93.58,69.53,51.69,29.46,13895.6
2007/10/1,156.34,68.59,34.65,42.02,33.16,60.76,50.98,119.03,26.37,94.74,69.77,52.43,29.77,14087.5
2007/10/2,158.45,68.95,34.77,42.12,33.36,59.75,51.04,118.36,26.38,93.89,69.95,51.62,29.7,14047.3
2007/10/3,157.92,68.91,34.72,41.55,33.87,59.91,50.36,116.4,25.81,94.19,69.88,52.15,29.45,13968
2007/10/4,156.24,68.92,34.9,41.7,33.74,59.59,50.47,115.69,25.6,94.25,69.69,52.86,29.71,13974.3
2007/10/5,161.45,69.39,35.47,41.77,34.22,59.82,50.9,116.3,25.54,95.85,69.56,53.51,29.84,14066
2007/10/8,167.91,69.37,35.27,41.53,33.93,60.59,52.03,117.77,25.66,95.41,69.28,53.15,29.84,14043.7
2007/10/9,167.86,70.11,35.45,42.02,33.8,61.24,52.46,118.3,25.84,95.62,69.93,53.63,30.1,14164.5
2007/10/10,166.79,68.53,35.28,41.81,33.65,60.71,52.25,118.62,25.88,95.82,70,53.23,30.23,14078.7
2007/10/11,162.23,68.13,35.01,41.6,33.43,60.88,51.61,118.05,25.43,94.36,69.95,53.04,29.91,14015.1
2007/10/12,167.25,68.09,35.47,41.03,33.44,61.71,51.55,117.81,25.55,94.17,70.06,53.51,30.17,14093.1
2007/10/15,166.98,66.79,35.14,40.82,33.01,61.37,51.24,118.03,25.75,94.39,70.37,53.29,30.04,13984.8
2007/10/16,169.58,66.24,35.01,40.77,32.51,61.16,51.51,119.6,25.48,93.98,70.74,53.03,30.32,13912.9
2007/10/17,172.75,65.8,35.38,41,31.78,60.7,52.54,115.78,26.72,94.26,70.98,53.42,31.08,13892.5
2007/10/18,173.5,64.88,34.78,40.79,31.68,60.69,52.87,114.8,26.97,94.73,70.89,53.39,31.16,13889
2007/10/19,170.42,63.27,33.81,40.04,30.76,58.32,51.4,112.28,26.3,86.62,70.5,53.11,30.17,13522
2007/10/22,174.36,63.54,34.68,40.17,30.88,58.14,51.29,113.37,26.64,86.28,71.47,54.64,30.51,13567
2007/10/23,186.16,64.27,34.89,40.48,30.92,58.7,51.86,114.68,26.8,85.93,72.09,56.36,30.9,13676.2
2007/10/24,185.93,63.84,35.06,40.23,30.88,58.72,51.6,112.95,26.01,86.1,72.36,56.2,31.25,13675.2
2007/10/25,182.78,61.79,34.45,40.16,30.7,59.13,51.39,112.81,25.89,86.09,72.26,57.06,31.99,13671.9
2007/10/26,184.7,62.15,34.38,40.38,31.35,59.44,52.47,113.73,25.94,86.13,72.97,57.58,35.03,13806.7
2007/10/29,185.09,63.2,34.68,40.56,31.4,59.71,51.77,114.8,26.26,85.97,72.97,57.77,34.57,13870.2
2007/10/30,187,62.81,34.29,40.48,31.46,59.91,51.59,114.12,26.27,85.79,72.76,57.86,35.57,13792.5
2007/10/31,189.95,63.12,34.63,41.16,31.51,60.41,51.68,116.12,26.9,86.36,72.93,58.26,36.81,13930
2007/11/1,187.44,59.29,33.8,40.34,30.69,59.04,51.5,113.65,26.5,83.9,71.88,57.36,37.06,13567.9
2007/11/2,187.87,59.12,33.92,40.33,30.4,59.35,52.4,114.59,26.8,84.89,72.11,56.04,37.06,13595.1
2007/11/5,186.18,59.53,33.88,40.2,29.8,59.91,52.54,113.4,26.84,85.05,72.36,55.93,36.73,13543.4
2007/11/6,191.79,62.05,34.08,40.18,30.06,60.99,53.41,113.17,27.49,85.45,72.94,55.99,36.41,13660.9
2007/11/7,186.3,57.9,33.5,39.08,29.34,59.04,51.84,111.08,26.9,83.27,71.98,54.2,35.52,13300
2007/11/8,175.47,56,33.63,39.02,29.09,59.29,49.94,106.11,25.93,82.83,72.72,54.77,34.74,13266.3
2007/11/9,165.37,57.06,32.74,38.38,28.05,57.76,48.39,100.25,25.15,79.51,72.71,55.9,33.73,13042.7
2007/11/12,153.76,56.78,32.02,38.25,28.46,57.13,47.54,101.45,25.37,79.22,72.47,55.99,33.38,12987.5
2007/11/13,169.96,59.18,33.01,39.21,29.12,58.14,49.5,105.27,26.14,81.23,72.85,57.49,34.46,13307.1
2007/11/14,166.11,59.43,31.86,39.01,29.03,58.52,49.07,103.44,25.85,80.21,72.22,57.3,33.93,13231
2007/11/15,164.3,56.95,32.4,38.31,28.98,57.16,48.9,103.6,25.53,79.65,72.27,57.92,33.76,13110
2007/11/16,166.39,56.44,32.53,38.65,29.07,55.88,50.75,104.79,25.51,81.57,73.18,58.38,34.09,13176.8
2007/11/19,163.95,55.35,31.25,38.16,28.19,54.76,49.44,102.22,25.17,81.7,73.84,58.25,33.96,12958.4
2007/11/20,168.85,54.44,31.55,38.04,28.5,54.51,49.56,103.42,25.52,82.11,73.81,57.92,34.58,13010.1
2007/11/21,168.46,51.33,31.5,37.17,28.05,53.91,48.88,102.22,24.63,81.24,72.41,56.52,34.23,12799
2007/11/23,171.54,53.03,31.84,37.67,28.95,54.67,49.17,104.05,25.07,82.75,72.97,57.66,34.11,12980.9
2007/11/26,172.54,52.56,31.24,36.73,27.49,53.19,48.16,101.97,24.37,81,71.44,57.59,32.97,12743.4
2007/11/27,174.81,54.49,31.72,37.45,27.15,54.05,48.71,103.83,25.11,82.12,73.35,58.94,33.06,12958.4
2007/11/28,180.22,57.72,32.69,38.46,28.27,55.58,50.73,107.37,26.19,83.41,74.09,59.96,33.7,13289.5
2007/11/29,184.29,57.33,32.81,38.14,27.88,54.88,51.05,107.5,26.34,83.61,75.98,59.92,33.59,13311.7
2007/11/30,182.22,58.13,33.15,38.29,28.56,56.62,51.16,105.18,26.08,83.26,77.56,59.36,33.6,13371.7
2007/12/3,178.86,56.9,33.04,36.93,28.49,57.06,50.44,105.83,26.25,82.21,77.57,58.77,32.92,13314.6
2007/12/4,179.81,55.65,32.75,36.25,28.79,56.64,50.71,106.63,26.31,82.09,77.41,58.39,32.77,13248.7
2007/12/5,185.5,58.15,32.75,36.71,28.97,57.73,51.66,108.16,27.22,83.76,77.8,59.4,34.15,13445
2007/12/6,189.95,61.35,32.72,37.26,29.49,58.23,52.21,109.7,27.98,84.82,77.8,59.5,34.55,13619.9
2007/12/7,194.3,61.45,32.79,37.23,29.49,58.51,51.84,108.86,27.73,86.19,77.6,60.67,34.53,13625.6
2007/12/10,194.21,61.51,32.35,37.41,29.59,59.48,51.97,109.39,27.78,86.74,78.2,60.77,34.76,13727
2007/12/11,188.54,59.25,31.76,37.03,28.4,58.35,50.78,106.99,26.93,84.65,77.1,60.4,34.1,13432.8
2007/12/12,190.86,58.21,32.28,37.25,28.49,57.74,51.53,108.47,27.28,86.66,77.71,59.72,34.47,13473.9
2007/12/13,191.83,57.05,32.76,37.58,27.64,60.65,52.37,108.18,27.16,86.92,77.76,59.79,35.22,13518
2007/12/14,190.39,55.65,33.01,36.91,26.63,59.98,52.14,105.77,26.29,85.93,76.82,59.57,35.31,13339.8
2007/12/17,184.4,55.01,32.99,36.48,25.94,60.2,50.93,104.53,25.72,85.78,76.02,59.49,34.39,13167.2
2007/12/18,182.98,56.7,33.02,36.8,26.47,60.59,51.02,106.31,25.91,85.85,75.93,59.74,34.74,13232.5
2007/12/19,183.12,56.89,32.26,36.57,26.24,61.09,51.15,107.14,26.19,84.93,76.68,59.34,34.79,13207.3
2007/12/20,187.21,56.74,32.33,36.52,26.27,60.69,51.16,108.84,26.41,84.49,77.62,58.54,35.52,13245.6
2007/12/21,193.91,58.33,32.94,37.14,26.66,60.71,52.03,111.05,26.96,86.05,77.43,59.15,36.06,13450.7
2007/12/24,198.8,59.98,33.24,37.53,27.01,61.53,52.32,111.65,27.31,86.26,77.58,59.74,36.58,13549.3
2007/12/26,198.95,59.52,32.82,37.55,26.99,61.77,52.77,111.56,27.45,86.07,77.49,59.42,36.61,13551.7
2007/12/27,198.57,58.01,32.43,37.19,26.77,61.19,51.61,109.6,26.83,85.4,76.23,58.57,35.97,13359.6
2007/12/28,199.83,57.94,32.42,37.34,26.68,61.2,51.36,110.09,26.76,85.09,75.96,58.71,36.12,13365.9
2007/12/31,198.08,58.3,32.28,37.07,26.94,61.57,50.48,108.1,26.66,84.32,75.58,58.11,35.6,13264.8
2008/1/2,194.84,56.3,31.84,36.76,26.11,59.9,49.65,104.69,25.35,82.71,74.93,57.37,35.22,13044
2008/1/3,194.93,56.45,31.77,36.8,25.82,60.2,49.65,104.9,24.67,82.7,75.39,57.32,35.37,13056.7
2008/1/4,180.05,55.3,31.13,36.04,24.96,58.28,46.87,101.13,22.67,81.76,74.9,56.85,34.38,12800.2
2008/1/7,177.64,56.3,31.16,36.18,25.37,58.08,45.35,100.05,22.88,81.11,77.23,57.92,34.61,12827.5
2008/1/8,171.25,55.55,30.54,35.4,24.74,57.09,43.19,97.59,22.26,80.21,78.32,59.66,33.45,12589.1
2008/1/9,179.4,56.48,30.16,35.8,24.73,57.6,44.44,98.31,22.75,80.19,79.21,60.5,34.44,12735.3
2008/1/10,178.02,57.81,30.67,35.92,25.28,57.82,45.34,99.92,22.54,80.21,78.82,60.47,34.33,12853.1
2008/1/11,172.69,57.68,30.32,35.17,24.71,56.8,45,97.67,21.99,77.58,79.02,60.55,33.91,12606.3
2008/1/14,178.78,59.32,30.35,35.46,25.39,57.79,46.13,102.93,23.08,78.5,78.69,59.78,34.39,12778.2
2008/1/15,169.04,57.86,29.85,34.53,25.37,56.54,45.05,101.83,22.69,77.18,78.46,58.18,34,12501.1
2008/1/16,159.64,57.91,29.83,34.56,26.34,57.53,44.34,101.63,19.88,77.3,77.91,58.35,33.23,12466.2
2008/1/17,160.89,54.27,28.77,33.21,26.25,55.57,43,101.1,19.33,74.96,76.8,54.87,33.11,12159.2
2008/1/18,161.36,52.05,28.51,34.31,26.28,55.3,43.75,103.4,19,74.91,75.42,53.32,33.01,12099.3
2008/1/22,155.64,52.41,28.12,34.05,28.2,53.95,42.72,101.22,18.61,75.16,73.38,51.35,31.96,11971.2
2008/1/23,139.07,54.81,28.52,34.59,29.95,56.5,43.19,106.1,19.98,76.1,72.85,50.31,31.93,12270.2
2008/1/24,135.6,55.04,29.23,34.65,29.56,56.2,44.89,106.91,20.69,75.73,74.89,49.56,33.25,12378.6
2008/1/25,130.01,53.22,28.68,34,28.53,58.25,43.74,104.52,20,75.51,73.95,47.79,32.94,12207.2
2008/1/28,130.01,54.75,29.37,34.72,29.14,58.92,43.8,104.98,20.29,77.44,75.01,49.25,32.72,12383.9
2008/1/29,131.54,56.73,28.8,34.76,29.71,58.44,43.38,106.1,20.5,78.02,76.12,48.01,32.6,12480.3
2008/1/30,132.18,54.37,29.41,34.94,29.38,58.16,43.54,105.65,20.69,78.22,76.5,46.15,32.2,12442.8
2008/1/31,135.36,54.97,29.84,35.36,30.64,59.07,43.72,107.11,21.1,79.65,75.79,46.1,32.6,12650.4
2008/2/1,133.75,55.73,30.66,36.16,30.45,60.21,44.42,109.08,21.77,81.21,75.44,45.98,30.45,12743.2
2008/2/4,131.65,55.43,30.9,35.37,29.35,60.48,44.06,107.93,21.2,80.57,75.07,47.47,30.19,12635.2
2008/2/5,129.36,52.93,30.07,34.21,27.99,59.04,42.98,105.02,20.12,79.09,73.13,45.95,29.07,12265.1
2008/2/6,122,52.1,31.5,34.2,27.65,58.67,42.16,103.59,19.92,79.18,72.76,45.71,28.52,12200.1
2008/2/7,121.24,51.65,31.72,34.23,28.4,58.77,40.5,102.34,20.05,79.12,74.1,45.7,28.12,12247
2008/2/8,125.48,50.68,32.12,33.84,27.97,57.83,41.88,103.27,20.27,78.56,73.09,44.53,28.56,12182.1
2008/2/11,129.45,44.74,31.93,34.01,28.69,57.64,42.63,105.14,20.68,79.28,72.42,45.31,28.21,12240
2008/2/12,124.86,46.14,32.03,34.37,28.38,57.53,42.88,106.53,20.9,79.1,72.43,46.53,28.34,12373.4
2008/2/13,129.4,45.52,32.78,34.98,28.34,58.83,44.05,108.42,21.21,81.38,72.85,47.57,28.96,12552.2
2008/2/14,127.46,45.5,32.32,34.39,27.51,57.51,43.26,106.13,20.46,80.29,72.69,46.9,28.5,12377
2008/2/15,124.63,46.11,32.49,34.37,27.52,56.04,43.87,106.16,20.11,79.95,72.53,47.53,28.42,12348.2
2008/2/19,122.18,47.03,32.19,34.28,27.31,56.41,43.95,105,20.16,79.85,72.93,47.07,28.17,12337.2
2008/2/20,123.82,47.9,32.58,34.36,27.72,56.35,47.44,107.85,20.38,79.94,72.94,47.02,28.22,12427.2
2008/2/21,121.54,47.59,32.27,33.69,27.39,55.51,46.83,106.93,20.3,78.96,73.39,46.13,28.1,12284.3
2008/2/22,119.46,48.88,32.57,33.55,27.77,56.54,47.4,108.07,19.82,79.67,73.6,46.07,27.68,12381
2008/2/25,119.74,50.38,32.89,34.21,28.82,57.91,48.13,110.08,19.94,81,74.26,46.79,27.84,12570.2
2008/2/26,119.15,51.42,32.89,33.94,28.83,59.16,49.2,114.38,20.69,81.29,74.27,46.39,28.38,12684.9
2008/2/27,122.96,52.25,33.1,34.02,28.91,59.63,48.94,116.46,20.77,80.48,74.47,45.44,28.26,12694.3
2008/2/28,129.91,50.15,32.54,33.85,27.71,59.18,48.55,115.24,20.49,79.8,73.78,45.2,27.93,12582.2
2008/2/29,125.02,46.86,32.41,33.14,26.55,57.54,47.77,113.86,19.97,78.4,73.14,44.3,27.2,12266.4
2008/3/3,121.73,46.69,32.41,33.4,27.09,58.55,47.6,114.23,20.01,78.49,73.02,44.06,26.99,12258.9
2008/3/4,124.62,45.83,31.87,33.52,26.87,58.52,48.45,115.71,20,78.41,73.83,43.76,27.59,12213.8
2008/3/5,124.49,44.61,31.64,33.67,26.76,59.02,48.31,115.39,20.2,78.93,74.91,43.25,28.12,12255
2008/3/6,120.93,42.88,31.25,32.86,25.76,57.48,47.78,112.52,19.87,77.95,73.97,42.39,27.57,12040.4
2008/3/7,122.25,42.88,30.76,32.23,25.88,56.56,47.31,113.94,20.07,76.51,74.52,41.75,27.87,11893.7
2008/3/10,119.69,41.95,30.46,31.7,25,55.68,46.71,114.01,20.12,75.48,74.74,41.26,28.05,11740.2
2008/3/11,127.35,44,31.19,33.4,26.2,56.96,47.92,116.49,21.2,77.95,75.25,42.32,29.28,12156.8
2008/3/12,126.03,43.65,31.41,33.96,26.13,56.98,47.27,117.07,21.12,78.42,73.66,42.45,28.63,12110.2
2008/3/13,127.94,42.48,31.33,34.25,26.48,56.7,47.02,115.91,21.28,79.08,73.45,41.93,28.62,12145.7
2008/3/14,126.61,41.18,30.78,33.82,25.75,56.13,45.92,115.23,20.66,77.53,71.78,40.97,27.96,11951.1
2008/3/17,126.73,39.8,30.46,34.33,25.7,55.22,46.42,115.55,20.85,78.51,69.97,41.85,28.3,11972.2
2008/3/18,132.82,43.67,31.72,36.14,27.19,56.78,47.93,118.41,21.75,80.95,71.56,43.19,29.42,12392.7
2008/3/19,129.67,42.18,31.24,35.59,26.84,55.11,46.59,116.94,21.09,79.47,70.78,42.99,28.62,12099.7
2008/3/20,133.27,45.01,31.9,37.49,28.06,54.29,46.5,118.33,21.75,77.98,70.26,43.36,29.18,12361.3
2008/3/24,139.53,46.11,32.04,37.4,29.26,55.01,47.93,119.06,22.13,78.64,71.68,44.25,29.17,12548.6
2008/3/25,140.98,45.81,32.08,37.27,28.76,56,48.26,117.97,22.27,78.98,73.33,44.67,29.14,12532.6
2008/3/26,145.06,44.06,31.76,37.13,28.16,55.63,47.34,116.91,21.86,78.66,73,44.7,28.56,12422.9
2008/3/27,140.25,43.46,31.38,36.83,27.79,55,46.64,115.52,21.09,77.86,73.22,44.78,28.05,12302.5
2008/3/28,143.01,42.8,31,36.61,27.38,55.85,46.09,114.57,20.79,77.95,73.83,44.51,27.91,12216.4
2008/3/31,143.5,43.25,31.38,37.01,27.97,56.42,45.66,115.14,21.18,79.15,22.2,37.95,28.38,12262.9
2008/4/1,149.53,47,31.91,38.43,29.49,57.79,47.59,116.49,21.97,81.32,22.15,38.32,29.5,12654.4
2008/4/2,147.49,46.87,31.56,38.02,29.16,57.63,47.23,114.81,21.85,80.91,22.08,37.1,29.16,12605.8
2008/4/3,151.61,46.99,31.53,37.84,29.22,57.64,46.96,116.02,21.93,80.17,22.01,38.36,29,12626
2008/4/4,153.08,47.3,31.24,37.56,28.79,58.27,46.4,115.76,21.87,80.52,21.71,40,29.16,12609.4
2008/4/7,155.89,48.04,31.52,37.26,28.5,58.11,45.92,116.31,21.75,80.19,21.88,40.78,29.16,12612.4
2008/4/8,152.84,46.75,31.07,36.95,28.18,57.19,46.07,116.27,21.08,79.88,21.43,40.9,28.75,12576.4
2008/4/9,151.44,45.56,30.85,36.44,27.67,58.03,46.09,116.77,21.42,79.59,20.91,40.94,28.89,12527.2
2008/4/10,154.55,45.56,31.35,36.75,28.38,58.8,46.57,118.78,22.08,80.35,21.69,41.71,29.11,12582
2008/4/11,147.14,44.05,30.18,32.05,28.17,56.99,45.47,116,21.24,78.47,21.37,41.14,28.28,12325.4
2008/4/14,147.78,43.29,30.04,31.75,27.91,56.37,45.82,117.28,20.69,78.26,21.54,41.4,28.06,12302
2008/4/15,148.38,44.11,29.93,31.98,27.93,56.47,45.82,117.17,20.91,78.84,21.71,41.22,28.25,12362.5
2008/4/16,153.7,45.47,30.32,32.23,28.02,57.88,47.1,120.47,22.13,80.69,21.67,40.31,28.95,12619.3
2008/4/17,154.49,46.17,30.78,32.02,28.12,57.4,47.31,123.08,22.11,80.65,21.86,39.22,29.22,12620.5
2008/4/18,161.04,48.23,31.33,32.69,28.68,60.99,48.18,124.4,22.55,82.9,22.1,39.76,30,12849.4
2008/4/21,168.16,46.54,31.46,32.46,28.98,60.39,48.45,124.35,22.46,82.34,22.16,39.63,30.42,12825
2008/4/22,160.2,45.27,31.29,32.33,28.52,59.39,48.17,123.67,21.99,81.18,22.05,38.51,30.25,12720.2
2008/4/23,162.89,43.86,31.64,32.36,28.13,58.81,48.02,123.6,22.56,80.63,22.3,38.62,31.45,12763.2
2008/4/24,168.94,46.97,31.94,32.81,28.92,60.31,48.35,124.19,22.69,79.13,22.53,39.97,31.8,12849
2008/4/25,169.73,47.53,32.36,33.33,29.78,60.49,47.45,123.08,22.56,77.82,21.7,40.72,29.83,12891.9
2008/4/28,172.24,47.04,32.43,33.17,29.73,60.46,47.59,121.69,22.71,77.13,21.29,41.44,28.99,12871.8
2008/4/29,175.05,47,32.76,32.82,29.36,59.86,47.84,122.85,22.62,76.86,20.24,37.14,28.64,12831.9
2008/4/30,173.95,46.2,32.43,32.7,28.8,59.4,46.35,120.7,22.26,76.9,20,38.04,28.52,12820.1
2008/5/1,180,48.15,33.3,33.12,29.87,60.67,48.03,123.61,23.29,77.84,20.12,38.95,29.4,13010
2008/5/2,180.94,49.04,33.49,33.34,30.12,60.63,48.36,123.18,23.58,78.55,20.43,39.37,29.24,13058.2
2008/5/5,184.73,47.39,33.29,33.18,29.37,60.59,48.28,122.03,23.25,77.55,20.71,38.98,29.08,12969.5
2008/5/6,186.66,48.4,33.73,33,29.28,60.8,48.64,122.82,23.58,77.76,20.89,38.84,29.7,13020.8
2008/5/7,182.59,45.08,34.7,32.57,28.56,58.99,48.65,124.14,23.17,76.68,20.83,39.01,29.21,12814.3
2008/5/8,185.06,44.15,34.56,32.59,27.92,59.36,49.06,124.92,23.4,76.95,21.33,39.09,29.27,12866.8
2008/5/9,183.45,40.28,34.3,32.27,27.98,59.59,49.13,124.06,23.37,76.32,20.94,38.99,29.39,12745.9
2008/5/12,188.16,38.37,34.77,32.4,28.64,59.98,46.83,125.24,23.64,77.67,21.58,39.62,29.99,12876.3
2008/5/13,189.96,39.16,34.33,32.33,28.75,60.83,44.27,126.58,23.76,77.18,21.92,39.17,29.78,12832.2
2008/5/14,186.26,39.44,34.8,32.51,29.12,61.99,45.64,127.52,23.84,77.73,22,39.83,29.93,12898.4
2008/5/15,189.73,39.57,34.99,32.37,29.53,62.43,46.73,128.46,24.97,77.86,22.34,40,30.45,12992.7
2008/5/16,187.62,39.34,34.91,32.13,29.1,61.81,47.29,127.82,25,78.66,22.45,40,29.99,12986.8
2008/5/19,183.6,38.95,34.72,32.4,28.87,62.25,46.71,126.49,24.88,79.05,22.56,40.02,29.46,13028.2
2008/5/20,185.9,38.12,34.09,31.72,27.37,61.42,46.46,125.18,24.09,77.53,22.44,39.74,28.76,12828.7
2008/5/21,178.19,36.96,33.66,30.99,26.93,60.12,44.8,123.62,23.66,76.12,22.37,39.13,28.25,12601.2
2008/5/22,177.05,37.81,33.61,31.01,26.91,59.37,44.9,124.7,23.88,76.64,22.77,39.03,28.47,12625.6
2008/5/23,181.17,36.95,33.23,30.43,26.77,58.76,44.96,124.2,23.41,75.81,22.28,38.74,28.05,12479.6
2008/5/27,186.43,36.62,33.64,30.4,27.28,59.13,45.7,127.32,23.6,76.17,22.48,38.62,28.44,12548.3
2008/5/28,187.01,34.91,33.86,30.55,27.43,59.23,46.52,129.54,23.47,76.9,22.33,38.66,28.18,12594
2008/5/29,186.69,35.34,33.81,30.64,27.71,59.33,46.91,129.71,23.14,77.76,22.45,38.92,28.31,12646.2
2008/5/30,188.75,36,33.6,30.72,27.36,59.62,47.06,129.43,23.18,77.56,22.26,38.96,28.32,12638.3
2008/6/2,186.1,35.87,33.3,30.41,27.16,58.31,46.25,127.36,23.2,76.25,22.03,38.17,27.8,12503.8
2008/6/3,185.37,36.01,33.18,30.46,27.09,57.14,46.24,127.84,22.94,76.23,21.98,38.35,27.31,12402.8
2008/6/4,185.19,35.72,34.35,30.45,27.18,56.73,46.81,127.55,23.48,76.36,22.06,38.17,27.54,12390.5
2008/6/5,189.43,36.41,34.49,31.06,27.91,56.7,48.51,128.47,23.87,77.5,22.16,38.89,28.3,12604.5
2008/6/6,185.64,33.93,33.01,30.02,27.18,54.01,47.63,124.94,22.9,74.86,21.53,37.49,27.49,12209.8
2008/6/9,181.61,33.49,33.18,30.06,26.54,54.79,47.63,125.86,22.76,75.82,21.16,36.99,27.71,12280.3
2008/6/10,185.64,34.28,33.83,30.33,26.71,54.44,47.57,125.94,22.68,76,21.13,36.39,27.89,12289.8
2008/6/11,180.81,33.26,33.27,29.83,25.91,54.26,46.48,123.25,21.81,75.27,20.72,35.73,27.12,12083.8
2008/6/12,173.26,33.68,33.24,29.05,26.48,55.62,46.97,123.85,22.05,75.55,20.94,35.4,28.24,12141.6
2008/6/13,172.37,34.18,33.93,29.15,27.53,56.49,47.45,126.15,22.66,76.12,20.9,35.53,29.07,12307.3
2008/6/16,176.84,34.01,33.65,28.97,27.5,56.18,47.58,126.71,22.86,75.2,20.6,35.01,28.93,12269.1
2008/6/17,181.43,32.28,33.11,28.86,26.87,55.06,47.34,125.1,22.58,74.97,20.72,34.68,28.8,12160.3
2008/6/18,178.75,31.52,32.95,28.21,26.55,54.62,46.59,124.16,22.28,74.3,20.71,34.86,28.46,12029
2008/6/19,180.9,33.07,32.89,27.91,27.18,55.35,46.59,125.02,22.85,74.12,20.85,35.6,28.93,12063.1
2008/6/20,175.27,32.1,31.94,27.38,26.25,54.2,45.64,122.74,22.37,73.02,20.78,35.13,28.23,11842.7
2008/6/23,173.16,30.3,32.39,27.4,25.06,54.99,45.51,123.46,22.36,72.96,20.9,35.83,27.97,11842.4
2008/6/24,173.25,29.83,32.22,27.59,25.31,54.41,45.04,123.46,22.41,72.43,21.11,37.03,27.73,11807.4
2008/6/25,177.39,29.74,32.49,27.99,25.47,51.5,45.6,124.58,22.65,72.57,21.32,36.98,28.35,11811.8
2008/6/26,168.26,28.09,31.53,26.53,24.66,49.14,44.67,121.13,21.59,70.26,20.97,36.2,27.75,11453.4
